firm,level,amount,medianPercent,diffMedian
AR3,325e3,0.36,0.33,0.02999999999999997
PB3,325e3,0.29,0.33,-0.040000000000000036
PR4,325e3,0.38,0.33,0.04999999999999999
AB2,325e3,0.38,0.33,0.04999999999999999
AT1,325e3,0.22,0.33,-0.11000000000000001
TB5,325e3,0.25,0.33,-0.08000000000000002
AT5,325e3,0,0.33,-0.33
TB7,325e3,0.4,0.33,0.07
PB9,325e3,0.4,0.33,0.07
W,325e3,0.34,0.33,0.010000000000000009
GR1,35e4,0.33,0.34,-0.010000000000000009
PT10,35e4,0.39,0.34,0.04999999999999999
TL13,35e4,0.34,0.34,0
PT5,35e4,0.39,0.34,0.04999999999999999
PB7,35e4,0.2,0.34,-0.14
PT11,35e4,0.37,0.34,0.02999999999999997
AR2,35e4,0.31,0.34,-0.030000000000000027
TR7,35e4,0.34,0.34,0
TR2,35e4,0.25,0.34,-0.09000000000000002
AR6,35e4,0.4,0.34,0.06
TR8,35e4,0.25,0.34,-0.09000000000000002
AB5,35e4,0.44,0.34,0.09999999999999998
PB14,35e4,0.3,0.34,-0.040000000000000036
AR7,35e4,0.35,0.34,0.009999999999999953
TB6,35e4,0.31,0.34,-0.030000000000000027
TL9,35e4,0.28,0.34,-0.06
PB8,35e4,0.31,0.34,-0.030000000000000027
PT3,35e4,0.28,0.34,-0.06
TT7,35e4,0.35,0.34,0.009999999999999953
GB1,35e4,0.26,0.34,-0.08000000000000002
GT1,35e4,0.33,0.34,-0.010000000000000009
GL1,35e4,0.32,0.34,-0.020000000000000018
TL7,35e4,0.38,0.34,0.03999999999999998
AB6,35e4,0.35,0.34,0.009999999999999953
AB4,35e4,0.35,0.34,0.009999999999999953
PT12,35e4,0.32,0.34,-0.020000000000000018
AT7,35e4,0.19,0.34,-0.15000000000000002
AB3,35e4,0.3,0.34,-0.040000000000000036
PT13,35e4,0.39,0.34,0.04999999999999999
AB7,35e4,0.3,0.34,-0.040000000000000036
TL5,35e4,0.35,0.34,0.009999999999999953
AT6,35e4,0.33,0.34,-0.010000000000000009
PR3,35e4,0.34,0.34,0
PR2,35e4,0.34,0.34,0
AT3,35e4,0.36,0.34,0.019999999999999962
TL14,35e4,0.34,0.34,0
PR1,35e4,0.35,0.34,0.009999999999999953
PB1,35e4,0.21,0.34,-0.13000000000000003
PB6,35e4,0.37,0.34,0.02999999999999997
AL3,35e4,0.34,0.34,0
AT2,35e4,0.35,0.34,0.009999999999999953
AR3,35e4,0.36,0.34,0.019999999999999962
PB3,35e4,0.32,0.34,-0.020000000000000018
PR4,35e4,0.38,0.34,0.03999999999999998
AB2,35e4,0.38,0.34,0.03999999999999998
AT1,35e4,0.23,0.34,-0.11000000000000001
TB5,35e4,0.25,0.34,-0.09000000000000002
AT5,35e4,0,0.34,-0.34
TB7,35e4,0.4,0.34,0.06
PB9,35e4,0.4,0.34,0.06
W,35e4,0.34,0.34,0
GR1,36e4,0.33,0.34,-0.010000000000000009
PT10,36e4,0.39,0.34,0.04999999999999999
TL13,36e4,0.34,0.34,0
PT5,36e4,0.39,0.34,0.04999999999999999
PB7,36e4,0.25,0.34,-0.09000000000000002
PT11,36e4,0.37,0.34,0.02999999999999997
AR2,36e4,0.31,0.34,-0.030000000000000027
TR7,36e4,0.34,0.34,0
TR2,36e4,0.25,0.34,-0.09000000000000002
AR6,36e4,0.4,0.34,0.06
TR8,36e4,0.25,0.34,-0.09000000000000002
AB5,36e4,0.44,0.34,0.09999999999999998
PB14,36e4,0.3,0.34,-0.040000000000000036
AR7,36e4,0.38,0.34,0.03999999999999998
TB6,36e4,0.33,0.34,-0.010000000000000009
TL9,36e4,0.35,0.34,0.009999999999999953
PB8,36e4,0.31,0.34,-0.030000000000000027
PT3,36e4,0.28,0.34,-0.06
TT7,36e4,0.35,0.34,0.009999999999999953
GB1,36e4,0.26,0.34,-0.08000000000000002
GT1,36e4,0.33,0.34,-0.010000000000000009
GL1,36e4,0.32,0.34,-0.020000000000000018
TL7,36e4,0.38,0.34,0.03999999999999998
AB6,36e4,0.35,0.34,0.009999999999999953
AB4,36e4,0.35,0.34,0.009999999999999953
PT12,36e4,0.32,0.34,-0.020000000000000018
AT7,36e4,0.19,0.34,-0.15000000000000002
AB3,36e4,0.3,0.34,-0.040000000000000036
PT13,36e4,0.39,0.34,0.04999999999999999
AB7,36e4,0.3,0.34,-0.040000000000000036
TL5,36e4,0.35,0.34,0.009999999999999953
AT6,36e4,0.33,0.34,-0.010000000000000009
PR3,36e4,0.34,0.34,0
PR2,36e4,0.34,0.34,0
AT3,36e4,0.36,0.34,0.019999999999999962
TL14,36e4,0.37,0.34,0.02999999999999997
PR1,36e4,0.36,0.34,0.019999999999999962
PB1,36e4,0.21,0.34,-0.13000000000000003
PB6,36e4,0.37,0.34,0.02999999999999997
AL3,36e4,0.34,0.34,0
AT2,36e4,0.35,0.34,0.009999999999999953
AR3,36e4,0.38,0.34,0.03999999999999998
PB3,36e4,0.32,0.34,-0.020000000000000018
PR4,36e4,0.38,0.34,0.03999999999999998
AB2,36e4,0.38,0.34,0.03999999999999998
AT1,36e4,0.25,0.34,-0.09000000000000002
TB5,36e4,0.3,0.34,-0.040000000000000036
AT5,36e4,0,0.34,-0.34
TB7,36e4,0.4,0.34,0.06
PB9,36e4,0.4,0.34,0.06
W,36e4,0.36,0.34,0.019999999999999962
GR1,375e3,0.33,0.34,-0.010000000000000009
PT10,375e3,0.39,0.34,0.04999999999999999
TL13,375e3,0.37,0.34,0.02999999999999997
PT5,375e3,0.39,0.34,0.04999999999999999
PB7,375e3,0.25,0.34,-0.09000000000000002
PT11,375e3,0.37,0.34,0.02999999999999997
AR2,375e3,0.31,0.34,-0.030000000000000027
TR7,375e3,0.34,0.34,0
TR2,375e3,0.25,0.34,-0.09000000000000002
AR6,375e3,0.4,0.34,0.06
TR8,375e3,0.25,0.34,-0.09000000000000002
AB5,375e3,0.44,0.34,0.09999999999999998
PB14,375e3,0.3,0.34,-0.040000000000000036
AR7,375e3,0.38,0.34,0.03999999999999998
TB6,375e3,0.33,0.34,-0.010000000000000009
TL9,375e3,0.35,0.34,0.009999999999999953
PB8,375e3,0.31,0.34,-0.030000000000000027
PT3,375e3,0.28,0.34,-0.06
TT7,375e3,0.35,0.34,0.009999999999999953
GB1,375e3,0.26,0.34,-0.08000000000000002
GT1,375e3,0.34,0.34,0
GL1,375e3,0.32,0.34,-0.020000000000000018
TL7,375e3,0.38,0.34,0.03999999999999998
AB6,375e3,0.35,0.34,0.009999999999999953
AB4,375e3,0.35,0.34,0.009999999999999953
PT12,375e3,0.32,0.34,-0.020000000000000018
AT7,375e3,0.19,0.34,-0.15000000000000002
AB3,375e3,0.3,0.34,-0.040000000000000036
PT13,375e3,0.39,0.34,0.04999999999999999
AB7,375e3,0.3,0.34,-0.040000000000000036
TL5,375e3,0.35,0.34,0.009999999999999953
AT6,375e3,0.33,0.34,-0.010000000000000009
PR3,375e3,0.34,0.34,0
PR2,375e3,0.34,0.34,0
AT3,375e3,0.38,0.34,0.03999999999999998
TL14,375e3,0.37,0.34,0.02999999999999997
PR1,375e3,0.36,0.34,0.019999999999999962
PB1,375e3,0.21,0.34,-0.13000000000000003
PB6,375e3,0.37,0.34,0.02999999999999997
AL3,375e3,0.34,0.34,0
AT2,375e3,0.35,0.34,0.009999999999999953
AR3,375e3,0.38,0.34,0.03999999999999998
PB3,375e3,0.32,0.34,-0.020000000000000018
PR4,375e3,0.38,0.34,0.03999999999999998
AB2,375e3,0.38,0.34,0.03999999999999998
AT1,375e3,0.25,0.34,-0.09000000000000002
TB5,375e3,0.3,0.34,-0.040000000000000036
AT5,375e3,0,0.34,-0.34
TB7,375e3,0.4,0.34,0.06
PB9,375e3,0.45,0.34,0.10999999999999999
W,375e3,0.36,0.34,0.019999999999999962
GR1,4e5,0.38,0.35,0.030000000000000027
PT10,4e5,0.39,0.35,0.040000000000000036
TL13,4e5,0.37,0.35,0.020000000000000018
PT5,4e5,0.41,0.35,0.06
PB7,4e5,0.25,0.35,-0.09999999999999998
PT11,4e5,0.42,0.35,0.07
AR2,4e5,0.32,0.35,-0.02999999999999997
TR7,4e5,0.34,0.35,-0.009999999999999953
TR2,4e5,0.25,0.35,-0.09999999999999998
AR6,4e5,0.4,0.35,0.050000000000000044
TR8,4e5,0.27,0.35,-0.07999999999999996
AB5,4e5,0.44,0.35,0.09000000000000002
PB14,4e5,0.3,0.35,-0.04999999999999999
AR7,4e5,0.38,0.35,0.030000000000000027
TB6,4e5,0.33,0.35,-0.019999999999999962
TL9,4e5,0.35,0.35,0
PB8,4e5,0.34,0.35,-0.009999999999999953
PT3,4e5,0.29,0.35,-0.06
TT7,4e5,0.37,0.35,0.020000000000000018
GB1,4e5,0.3,0.35,-0.04999999999999999
GT1,4e5,0.34,0.35,-0.009999999999999953
GL1,4e5,0.32,0.35,-0.02999999999999997
TL7,4e5,0.38,0.35,0.030000000000000027
AB6,4e5,0.35,0.35,0
AB4,4e5,0.35,0.35,0
PT12,4e5,0.35,0.35,0
AT7,4e5,0.19,0.35,-0.15999999999999998
AB3,4e5,0.34,0.35,-0.009999999999999953
PT13,4e5,0.4,0.35,0.050000000000000044
AB7,4e5,0.32,0.35,-0.02999999999999997
TL5,4e5,0.38,0.35,0.030000000000000027
AT6,4e5,0.34,0.35,-0.009999999999999953
PR3,4e5,0.37,0.35,0.020000000000000018
PR2,4e5,0.36,0.35,0.010000000000000009
AT3,4e5,0.38,0.35,0.030000000000000027
TL14,4e5,0.37,0.35,0.020000000000000018
PR1,4e5,0.36,0.35,0.010000000000000009
PB1,4e5,0.25,0.35,-0.09999999999999998
PB6,4e5,0.37,0.35,0.020000000000000018
AL3,4e5,0.36,0.35,0.010000000000000009
AT2,4e5,0.36,0.35,0.010000000000000009
AR3,4e5,0.38,0.35,0.030000000000000027
PB3,4e5,0.34,0.35,-0.009999999999999953
PR4,4e5,0.38,0.35,0.030000000000000027
AB2,4e5,0.38,0.35,0.030000000000000027
AT1,4e5,0.25,0.35,-0.09999999999999998
TB5,4e5,0.3,0.35,-0.04999999999999999
AT5,4e5,0,0.35,-0.35
TB7,4e5,0.4,0.35,0.050000000000000044
PB9,4e5,0.45,0.35,0.10000000000000003
W,4e5,0.36,0.35,0.010000000000000009
GR1,42e4,0.38,0.36,0.020000000000000018
PT10,42e4,0.39,0.36,0.030000000000000027
TL13,42e4,0.37,0.36,0.010000000000000009
PT5,42e4,0.41,0.36,0.04999999999999999
PB7,42e4,0.3,0.36,-0.06
PT11,42e4,0.42,0.36,0.06
AR2,42e4,0.32,0.36,-0.03999999999999998
TR7,42e4,0.34,0.36,-0.019999999999999962
TR2,42e4,0.25,0.36,-0.10999999999999999
AR6,42e4,0.4,0.36,0.040000000000000036
TR8,42e4,0.27,0.36,-0.08999999999999997
AB5,42e4,0.46,0.36,0.10000000000000003
PB14,42e4,0.3,0.36,-0.06
AR7,42e4,0.38,0.36,0.020000000000000018
TB6,42e4,0.36,0.36,0
TL9,42e4,0.38,0.36,0.020000000000000018
PB8,42e4,0.34,0.36,-0.019999999999999962
PT3,42e4,0.29,0.36,-0.07
TT7,42e4,0.37,0.36,0.010000000000000009
GB1,42e4,0.3,0.36,-0.06
GT1,42e4,0.34,0.36,-0.019999999999999962
GL1,42e4,0.32,0.36,-0.03999999999999998
TL7,42e4,0.38,0.36,0.020000000000000018
AB6,42e4,0.35,0.36,-0.010000000000000009
AB4,42e4,0.35,0.36,-0.010000000000000009
PT12,42e4,0.35,0.36,-0.010000000000000009
AT7,42e4,0.19,0.36,-0.16999999999999998
AB3,42e4,0.34,0.36,-0.019999999999999962
PT13,42e4,0.4,0.36,0.040000000000000036
AB7,42e4,0.32,0.36,-0.03999999999999998
TL5,42e4,0.38,0.36,0.020000000000000018
AT6,42e4,0.34,0.36,-0.019999999999999962
PR3,42e4,0.37,0.36,0.010000000000000009
PR2,42e4,0.36,0.36,0
AT3,42e4,0.38,0.36,0.020000000000000018
TL14,42e4,0.37,0.36,0.010000000000000009
PR1,42e4,0.37,0.36,0.010000000000000009
PB1,42e4,0.25,0.36,-0.10999999999999999
PB6,42e4,0.37,0.36,0.010000000000000009
AL3,42e4,0.36,0.36,0
AT2,42e4,0.36,0.36,0
AR3,42e4,0.38,0.36,0.020000000000000018
PB3,42e4,0.34,0.36,-0.019999999999999962
PR4,42e4,0.38,0.36,0.020000000000000018
AB2,42e4,0.4,0.36,0.040000000000000036
AT1,42e4,0.26,0.36,-0.09999999999999998
TB5,42e4,0.3,0.36,-0.06
AT5,42e4,0,0.36,-0.36
TB7,42e4,0.4,0.36,0.040000000000000036
PB9,42e4,0.45,0.36,0.09000000000000002
W,42e4,0.36,0.36,0
GR1,425e3,0.38,0.36,0.020000000000000018
PT10,425e3,0.39,0.36,0.030000000000000027
TL13,425e3,0.37,0.36,0.010000000000000009
PT5,425e3,0.41,0.36,0.04999999999999999
PB7,425e3,0.3,0.36,-0.06
PT11,425e3,0.42,0.36,0.06
AR2,425e3,0.32,0.36,-0.03999999999999998
TR7,425e3,0.34,0.36,-0.019999999999999962
TR2,425e3,0.25,0.36,-0.10999999999999999
AR6,425e3,0.4,0.36,0.040000000000000036
TR8,425e3,0.27,0.36,-0.08999999999999997
AB5,425e3,0.46,0.36,0.10000000000000003
PB14,425e3,0.3,0.36,-0.06
AR7,425e3,0.38,0.36,0.020000000000000018
TB6,425e3,0.36,0.36,0
TL9,425e3,0.38,0.36,0.020000000000000018
PB8,425e3,0.34,0.36,-0.019999999999999962
PT3,425e3,0.29,0.36,-0.07
TT7,425e3,0.37,0.36,0.010000000000000009
GB1,425e3,0.3,0.36,-0.06
GT1,425e3,0.35,0.36,-0.010000000000000009
GL1,425e3,0.32,0.36,-0.03999999999999998
TL7,425e3,0.38,0.36,0.020000000000000018
AB6,425e3,0.35,0.36,-0.010000000000000009
AB4,425e3,0.35,0.36,-0.010000000000000009
PT12,425e3,0.35,0.36,-0.010000000000000009
AT7,425e3,0.19,0.36,-0.16999999999999998
AB3,425e3,0.34,0.36,-0.019999999999999962
PT13,425e3,0.4,0.36,0.040000000000000036
AB7,425e3,0.32,0.36,-0.03999999999999998
TL5,425e3,0.38,0.36,0.020000000000000018
AT6,425e3,0.34,0.36,-0.019999999999999962
PR3,425e3,0.37,0.36,0.010000000000000009
PR2,425e3,0.36,0.36,0
AT3,425e3,0.38,0.36,0.020000000000000018
TL14,425e3,0.37,0.36,0.010000000000000009
PR1,425e3,0.37,0.36,0.010000000000000009
PB1,425e3,0.25,0.36,-0.10999999999999999
PB6,425e3,0.37,0.36,0.010000000000000009
AL3,425e3,0.36,0.36,0
AT2,425e3,0.36,0.36,0
AR3,425e3,0.38,0.36,0.020000000000000018
PB3,425e3,0.34,0.36,-0.019999999999999962
PR4,425e3,0.38,0.36,0.020000000000000018
AB2,425e3,0.4,0.36,0.040000000000000036
AT1,425e3,0.26,0.36,-0.09999999999999998
TB5,425e3,0.3,0.36,-0.06
AT5,425e3,0,0.36,-0.36
TB7,425e3,0.4,0.36,0.040000000000000036
PB9,425e3,0.45,0.36,0.09000000000000002
W,425e3,0.38,0.36,0.020000000000000018
GR1,45e4,0.4,0.36,0.040000000000000036
PT10,45e4,0.39,0.36,0.030000000000000027
TL13,45e4,0.37,0.36,0.010000000000000009
PT5,45e4,0.41,0.36,0.04999999999999999
PB7,45e4,0.3,0.36,-0.06
PT11,45e4,0.42,0.36,0.06
AR2,45e4,0.33,0.36,-0.02999999999999997
TR7,45e4,0.34,0.36,-0.019999999999999962
TR2,45e4,0.25,0.36,-0.10999999999999999
AR6,45e4,0.4,0.36,0.040000000000000036
TR8,45e4,0.28,0.36,-0.07999999999999996
AB5,45e4,0.46,0.36,0.10000000000000003
PB14,45e4,0.3,0.36,-0.06
AR7,45e4,0.38,0.36,0.020000000000000018
TB6,45e4,0.36,0.36,0
TL9,45e4,0.38,0.36,0.020000000000000018
PB8,45e4,0.34,0.36,-0.019999999999999962
PT3,45e4,0.31,0.36,-0.04999999999999999
TT7,45e4,0.37,0.36,0.010000000000000009
GB1,45e4,0.34,0.36,-0.019999999999999962
GT1,45e4,0.35,0.36,-0.010000000000000009
GL1,45e4,0.32,0.36,-0.03999999999999998
TL7,45e4,0.38,0.36,0.020000000000000018
AB6,45e4,0.35,0.36,-0.010000000000000009
AB4,45e4,0.35,0.36,-0.010000000000000009
PT12,45e4,0.35,0.36,-0.010000000000000009
AT7,45e4,0.19,0.36,-0.16999999999999998
AB3,45e4,0.35,0.36,-0.010000000000000009
PT13,45e4,0.4,0.36,0.040000000000000036
AB7,45e4,0.32,0.36,-0.03999999999999998
TL5,45e4,0.38,0.36,0.020000000000000018
AT6,45e4,0.34,0.36,-0.019999999999999962
PR3,45e4,0.37,0.36,0.010000000000000009
PR2,45e4,0.37,0.36,0.010000000000000009
AT3,45e4,0.39,0.36,0.030000000000000027
TL14,45e4,0.37,0.36,0.010000000000000009
PR1,45e4,0.37,0.36,0.010000000000000009
PB1,45e4,0.26,0.36,-0.09999999999999998
PB6,45e4,0.38,0.36,0.020000000000000018
AL3,45e4,0.36,0.36,0
AT2,45e4,0.36,0.36,0
AR3,45e4,0.38,0.36,0.020000000000000018
PB3,45e4,0.36,0.36,0
PR4,45e4,0.38,0.36,0.020000000000000018
AB2,45e4,0.4,0.36,0.040000000000000036
AT1,45e4,0.28,0.36,-0.07999999999999996
TB5,45e4,0.3,0.36,-0.06
AT5,45e4,0,0.36,-0.36
TB7,45e4,0.4,0.36,0.040000000000000036
PB9,45e4,0.45,0.36,0.09000000000000002
W,45e4,0.38,0.36,0.020000000000000018
GR1,475e3,0.4,0.37,0.030000000000000027
PT10,475e3,0.39,0.37,0.020000000000000018
TL13,475e3,0.37,0.37,0
PT5,475e3,0.41,0.37,0.03999999999999998
PB7,475e3,0.3,0.37,-0.07
PT11,475e3,0.42,0.37,0.04999999999999999
AR2,475e3,0.33,0.37,-0.03999999999999998
TR7,475e3,0.34,0.37,-0.02999999999999997
TR2,475e3,0.25,0.37,-0.12
AR6,475e3,0.4,0.37,0.030000000000000027
TR8,475e3,0.28,0.37,-0.08999999999999997
AB5,475e3,0.46,0.37,0.09000000000000002
PB14,475e3,0.3,0.37,-0.07
AR7,475e3,0.38,0.37,0.010000000000000009
TB6,475e3,0.36,0.37,-0.010000000000000009
TL9,475e3,0.38,0.37,0.010000000000000009
PB8,475e3,0.34,0.37,-0.02999999999999997
PT3,475e3,0.31,0.37,-0.06
TT7,475e3,0.37,0.37,0
GB1,475e3,0.34,0.37,-0.02999999999999997
GT1,475e3,0.37,0.37,0
GL1,475e3,0.34,0.37,-0.02999999999999997
TL7,475e3,0.38,0.37,0.010000000000000009
AB6,475e3,0.35,0.37,-0.020000000000000018
AB4,475e3,0.35,0.37,-0.020000000000000018
PT12,475e3,0.35,0.37,-0.020000000000000018
AT7,475e3,0.19,0.37,-0.18
AB3,475e3,0.35,0.37,-0.020000000000000018
PT13,475e3,0.4,0.37,0.030000000000000027
AB7,475e3,0.32,0.37,-0.04999999999999999
TL5,475e3,0.38,0.37,0.010000000000000009
AT6,475e3,0.34,0.37,-0.02999999999999997
PR3,475e3,0.37,0.37,0
PR2,475e3,0.37,0.37,0
AT3,475e3,0.39,0.37,0.020000000000000018
TL14,475e3,0.37,0.37,0
PR1,475e3,0.37,0.37,0
PB1,475e3,0.26,0.37,-0.10999999999999999
PB6,475e3,0.38,0.37,0.010000000000000009
AL3,475e3,0.36,0.37,-0.010000000000000009
AT2,475e3,0.37,0.37,0
AR3,475e3,0.38,0.37,0.010000000000000009
PB3,475e3,0.36,0.37,-0.010000000000000009
PR4,475e3,0.38,0.37,0.010000000000000009
AB2,475e3,0.4,0.37,0.030000000000000027
AT1,475e3,0.28,0.37,-0.08999999999999997
TB5,475e3,0.3,0.37,-0.07
AT5,475e3,0,0.37,-0.37
TB7,475e3,0.4,0.37,0.030000000000000027
PB9,475e3,0.45,0.37,0.08000000000000002
W,475e3,0.38,0.37,0.010000000000000009
GR1,48e4,0.4,0.37,0.030000000000000027
PT10,48e4,0.39,0.37,0.020000000000000018
TL13,48e4,0.37,0.37,0
PT5,48e4,0.41,0.37,0.03999999999999998
PB7,48e4,0.35,0.37,-0.020000000000000018
PT11,48e4,0.42,0.37,0.04999999999999999
AR2,48e4,0.33,0.37,-0.03999999999999998
TR7,48e4,0.34,0.37,-0.02999999999999997
TR2,48e4,0.25,0.37,-0.12
AR6,48e4,0.4,0.37,0.030000000000000027
TR8,48e4,0.28,0.37,-0.08999999999999997
AB5,48e4,0.46,0.37,0.09000000000000002
PB14,48e4,0.3,0.37,-0.07
AR7,48e4,0.41,0.37,0.03999999999999998
TB6,48e4,0.4,0.37,0.030000000000000027
TL9,48e4,0.43,0.37,0.06
PB8,48e4,0.34,0.37,-0.02999999999999997
PT3,48e4,0.31,0.37,-0.06
TT7,48e4,0.37,0.37,0
GB1,48e4,0.34,0.37,-0.02999999999999997
GT1,48e4,0.37,0.37,0
GL1,48e4,0.34,0.37,-0.02999999999999997
TL7,48e4,0.38,0.37,0.010000000000000009
AB6,48e4,0.35,0.37,-0.020000000000000018
AB4,48e4,0.35,0.37,-0.020000000000000018
PT12,48e4,0.35,0.37,-0.020000000000000018
AT7,48e4,0.19,0.37,-0.18
AB3,48e4,0.35,0.37,-0.020000000000000018
PT13,48e4,0.4,0.37,0.030000000000000027
AB7,48e4,0.32,0.37,-0.04999999999999999
TL5,48e4,0.38,0.37,0.010000000000000009
AT6,48e4,0.34,0.37,-0.02999999999999997
PR3,48e4,0.37,0.37,0
PR2,48e4,0.37,0.37,0
AT3,48e4,0.39,0.37,0.020000000000000018
TL14,48e4,0.4,0.37,0.030000000000000027
PR1,48e4,0.38,0.37,0.010000000000000009
PB1,48e4,0.26,0.37,-0.10999999999999999
PB6,48e4,0.38,0.37,0.010000000000000009
AL3,48e4,0.36,0.37,-0.010000000000000009
AT2,48e4,0.37,0.37,0
AR3,48e4,0.4,0.37,0.030000000000000027
PB3,48e4,0.36,0.37,-0.010000000000000009
PR4,48e4,0.38,0.37,0.010000000000000009
AB2,48e4,0.4,0.37,0.030000000000000027
AT1,48e4,0.29,0.37,-0.08000000000000002
TB5,48e4,0.35,0.37,-0.020000000000000018
AT5,48e4,0,0.37,-0.37
TB7,48e4,0.4,0.37,0.030000000000000027
PB9,48e4,0.45,0.37,0.08000000000000002
W,48e4,0.38,0.37,0.010000000000000009
GR1,5e5,0.4,0.38,0.020000000000000018
PT10,5e5,0.39,0.38,0.010000000000000009
TL13,5e5,0.37,0.38,-0.010000000000000009
PT5,5e5,0.41,0.38,0.02999999999999997
PB7,5e5,0.35,0.38,-0.030000000000000027
PT11,5e5,0.42,0.38,0.03999999999999998
AR2,5e5,0.33,0.38,-0.04999999999999999
TR7,5e5,0.34,0.38,-0.03999999999999998
TR2,5e5,0.25,0.38,-0.13
AR6,5e5,0.4,0.38,0.020000000000000018
TR8,5e5,0.3,0.38,-0.08000000000000002
AB5,5e5,0.46,0.38,0.08000000000000002
PB14,5e5,0.3,0.38,-0.08000000000000002
AR7,5e5,0.41,0.38,0.02999999999999997
TB6,5e5,0.4,0.38,0.020000000000000018
TL9,5e5,0.43,0.38,0.04999999999999999
PB8,5e5,0.35,0.38,-0.030000000000000027
PT3,5e5,0.31,0.38,-0.07
TT7,5e5,0.42,0.38,0.03999999999999998
GB1,5e5,0.35,0.38,-0.030000000000000027
GT1,5e5,0.37,0.38,-0.010000000000000009
GL1,5e5,0.34,0.38,-0.03999999999999998
TL7,5e5,0.39,0.38,0.010000000000000009
AB6,5e5,0.35,0.38,-0.030000000000000027
AB4,5e5,0.35,0.38,-0.030000000000000027
PT12,5e5,0.35,0.38,-0.030000000000000027
AT7,5e5,0.19,0.38,-0.19
AB3,5e5,0.36,0.38,-0.020000000000000018
PT13,5e5,0.4,0.38,0.020000000000000018
AB7,5e5,0.33,0.38,-0.04999999999999999
TL5,5e5,0.4,0.38,0.020000000000000018
AT6,5e5,0.35,0.38,-0.030000000000000027
PR3,5e5,0.42,0.38,0.03999999999999998
PR2,5e5,0.37,0.38,-0.010000000000000009
AT3,5e5,0.39,0.38,0.010000000000000009
TL14,5e5,0.4,0.38,0.020000000000000018
PR1,5e5,0.38,0.38,0
PB1,5e5,0.29,0.38,-0.09000000000000002
PB6,5e5,0.39,0.38,0.010000000000000009
AL3,5e5,0.39,0.38,0.010000000000000009
AT2,5e5,0.37,0.38,-0.010000000000000009
AR3,5e5,0.4,0.38,0.020000000000000018
PB3,5e5,0.38,0.38,0
PR4,5e5,0.38,0.38,0
AB2,5e5,0.4,0.38,0.020000000000000018
AT1,5e5,0.35,0.38,-0.030000000000000027
TB5,5e5,0.35,0.38,-0.030000000000000027
AT5,5e5,0.37,0.38,-0.010000000000000009
TB7,5e5,0.42,0.38,0.03999999999999998
PB9,5e5,0.45,0.38,0.07
W,5e5,0.42,0.38,0.03999999999999998
GR1,525e3,0.4,0.38,0.020000000000000018
PT10,525e3,0.39,0.38,0.010000000000000009
TL13,525e3,0.37,0.38,-0.010000000000000009
PT5,525e3,0.41,0.38,0.02999999999999997
PB7,525e3,0.35,0.38,-0.030000000000000027
PT11,525e3,0.42,0.38,0.03999999999999998
AR2,525e3,0.33,0.38,-0.04999999999999999
TR7,525e3,0.34,0.38,-0.03999999999999998
TR2,525e3,0.25,0.38,-0.13
AR6,525e3,0.4,0.38,0.020000000000000018
TR8,525e3,0.3,0.38,-0.08000000000000002
AB5,525e3,0.46,0.38,0.08000000000000002
PB14,525e3,0.3,0.38,-0.08000000000000002
AR7,525e3,0.41,0.38,0.02999999999999997
TB6,525e3,0.4,0.38,0.020000000000000018
TL9,525e3,0.43,0.38,0.04999999999999999
PB8,525e3,0.35,0.38,-0.030000000000000027
PT3,525e3,0.31,0.38,-0.07
TT7,525e3,0.42,0.38,0.03999999999999998
GB1,525e3,0.35,0.38,-0.030000000000000027
GT1,525e3,0.38,0.38,0
GL1,525e3,0.34,0.38,-0.03999999999999998
TL7,525e3,0.39,0.38,0.010000000000000009
AB6,525e3,0.35,0.38,-0.030000000000000027
AB4,525e3,0.35,0.38,-0.030000000000000027
PT12,525e3,0.38,0.38,0
AT7,525e3,0.19,0.38,-0.19
AB3,525e3,0.36,0.38,-0.020000000000000018
PT13,525e3,0.4,0.38,0.020000000000000018
AB7,525e3,0.33,0.38,-0.04999999999999999
TL5,525e3,0.4,0.38,0.020000000000000018
AT6,525e3,0.35,0.38,-0.030000000000000027
PR3,525e3,0.42,0.38,0.03999999999999998
PR2,525e3,0.38,0.38,0
AT3,525e3,0.4,0.38,0.020000000000000018
TL14,525e3,0.4,0.38,0.020000000000000018
PR1,525e3,0.38,0.38,0
PB1,525e3,0.29,0.38,-0.09000000000000002
PB6,525e3,0.39,0.38,0.010000000000000009
AL3,525e3,0.39,0.38,0.010000000000000009
AT2,525e3,0.37,0.38,-0.010000000000000009
AR3,525e3,0.4,0.38,0.020000000000000018
PB3,525e3,0.38,0.38,0
PR4,525e3,0.38,0.38,0
AB2,525e3,0.4,0.38,0.020000000000000018
AT1,525e3,0.35,0.38,-0.030000000000000027
TB5,525e3,0.35,0.38,-0.030000000000000027
AT5,525e3,0.37,0.38,-0.010000000000000009
TB7,525e3,0.42,0.38,0.03999999999999998
PB9,525e3,0.45,0.38,0.07
W,525e3,0.42,0.38,0.03999999999999998
GR1,54e4,0.4,0.38,0.020000000000000018
PT10,54e4,0.39,0.38,0.010000000000000009
TL13,54e4,0.37,0.38,-0.010000000000000009
PT5,54e4,0.41,0.38,0.02999999999999997
PB7,54e4,0.4,0.38,0.020000000000000018
PT11,54e4,0.42,0.38,0.03999999999999998
AR2,54e4,0.33,0.38,-0.04999999999999999
TR7,54e4,0.34,0.38,-0.03999999999999998
