firm,level,amount,medianPercent,diffMedian
AB6,8e5,0.35,0.4,-0.050000000000000044
AB4,8e5,0.35,0.4,-0.050000000000000044
PT12,8e5,0.38,0.4,-0.020000000000000018
AT7,8e5,0.19,0.4,-0.21000000000000002
AB3,8e5,0.41,0.4,0.009999999999999953
PT13,8e5,0.41,0.4,0.009999999999999953
AB7,8e5,0.37,0.4,-0.030000000000000027
TL5,8e5,0.45,0.4,0.04999999999999999
AT6,8e5,0.41,0.4,0.009999999999999953
PR3,8e5,0.45,0.4,0.04999999999999999
PR2,8e5,0.39,0.4,-0.010000000000000009
AT3,8e5,0.43,0.4,0.02999999999999997
TL14,8e5,0.45,0.4,0.04999999999999999
PR1,8e5,0.39,0.4,-0.010000000000000009
PB1,8e5,0.34,0.4,-0.06
PB6,8e5,0.43,0.4,0.02999999999999997
AL3,8e5,0.41,0.4,0.009999999999999953
AT2,8e5,0.43,0.4,0.02999999999999997
AR3,8e5,0.43,0.4,0.02999999999999997
PB3,8e5,0.42,0.4,0.019999999999999962
PR4,8e5,0.38,0.4,-0.020000000000000018
AB2,8e5,0.4,0.4,0
AT1,8e5,0.41,0.4,0.009999999999999953
TB5,8e5,0.35,0.4,-0.050000000000000044
AT5,8e5,0.39,0.4,-0.010000000000000009
TB7,8e5,0.42,0.4,0.019999999999999962
PB9,8e5,0.5,0.4,0.09999999999999998
W,8e5,0.44,0.4,0.03999999999999998
GR1,85e4,0.42,0.4,0.019999999999999962
PT10,85e4,0.39,0.4,-0.010000000000000009
TL13,85e4,0.37,0.4,-0.030000000000000027
PT5,85e4,0.41,0.4,0.009999999999999953
PB7,85e4,0.42,0.4,0.019999999999999962
PT11,85e4,0.42,0.4,0.019999999999999962
AR2,85e4,0.38,0.4,-0.020000000000000018
TR7,85e4,0.34,0.4,-0.06
TR2,85e4,0.25,0.4,-0.15000000000000002
AR6,85e4,0.4,0.4,0
TR8,85e4,0.37,0.4,-0.030000000000000027
AB5,85e4,0.5,0.4,0.09999999999999998
PB14,85e4,0.3,0.4,-0.10000000000000003
AR7,85e4,0.41,0.4,0.009999999999999953
TB6,85e4,0.44,0.4,0.03999999999999998
TL9,85e4,0.45,0.4,0.04999999999999999
PB8,85e4,0.38,0.4,-0.020000000000000018
PT3,85e4,0.37,0.4,-0.030000000000000027
TT7,85e4,0.47,0.4,0.06999999999999995
GB1,85e4,0.39,0.4,-0.010000000000000009
GT1,85e4,0.4,0.4,0
GL1,85e4,0.38,0.4,-0.020000000000000018
TL7,85e4,0.4,0.4,0
AB6,85e4,0.35,0.4,-0.050000000000000044
AB4,85e4,0.35,0.4,-0.050000000000000044
PT12,85e4,0.38,0.4,-0.020000000000000018
AT7,85e4,0.19,0.4,-0.21000000000000002
AB3,85e4,0.41,0.4,0.009999999999999953
PT13,85e4,0.41,0.4,0.009999999999999953
AB7,85e4,0.37,0.4,-0.030000000000000027
TL5,85e4,0.45,0.4,0.04999999999999999
AT6,85e4,0.41,0.4,0.009999999999999953
PR3,85e4,0.45,0.4,0.04999999999999999
PR2,85e4,0.39,0.4,-0.010000000000000009
AT3,85e4,0.43,0.4,0.02999999999999997
TL14,85e4,0.45,0.4,0.04999999999999999
PR1,85e4,0.39,0.4,-0.010000000000000009
PB1,85e4,0.34,0.4,-0.06
PB6,85e4,0.43,0.4,0.02999999999999997
AL3,85e4,0.41,0.4,0.009999999999999953
AT2,85e4,0.43,0.4,0.02999999999999997
AR3,85e4,0.43,0.4,0.02999999999999997
PB3,85e4,0.42,0.4,0.019999999999999962
PR4,85e4,0.38,0.4,-0.020000000000000018
AB2,85e4,0.4,0.4,0
AT1,85e4,0.41,0.4,0.009999999999999953
TB5,85e4,0.35,0.4,-0.050000000000000044
AT5,85e4,0.39,0.4,-0.010000000000000009
TB7,85e4,0.42,0.4,0.019999999999999962
PB9,85e4,0.5,0.4,0.09999999999999998
W,85e4,0.44,0.4,0.03999999999999998
GR1,875e3,0.42,0.41,0.010000000000000009
PT10,875e3,0.39,0.41,-0.019999999999999962
TL13,875e3,0.37,0.41,-0.03999999999999998
PT5,875e3,0.41,0.41,0
PB7,875e3,0.42,0.41,0.010000000000000009
PT11,875e3,0.42,0.41,0.010000000000000009
AR2,875e3,0.38,0.41,-0.02999999999999997
TR7,875e3,0.34,0.41,-0.06999999999999995
TR2,875e3,0.25,0.41,-0.15999999999999998
AR6,875e3,0.4,0.41,-0.009999999999999953
TR8,875e3,0.37,0.41,-0.03999999999999998
AB5,875e3,0.5,0.41,0.09000000000000002
PB14,875e3,0.3,0.41,-0.10999999999999999
AR7,875e3,0.41,0.41,0
TB6,875e3,0.44,0.41,0.030000000000000027
TL9,875e3,0.45,0.41,0.040000000000000036
PB8,875e3,0.38,0.41,-0.02999999999999997
PT3,875e3,0.37,0.41,-0.03999999999999998
TT7,875e3,0.47,0.41,0.06
GB1,875e3,0.39,0.41,-0.019999999999999962
GT1,875e3,0.41,0.41,0
GL1,875e3,0.38,0.41,-0.02999999999999997
TL7,875e3,0.4,0.41,-0.009999999999999953
AB6,875e3,0.35,0.41,-0.06
AB4,875e3,0.35,0.41,-0.06
PT12,875e3,0.38,0.41,-0.02999999999999997
AT7,875e3,0.19,0.41,-0.21999999999999997
AB3,875e3,0.41,0.41,0
PT13,875e3,0.41,0.41,0
AB7,875e3,0.37,0.41,-0.03999999999999998
TL5,875e3,0.45,0.41,0.040000000000000036
AT6,875e3,0.41,0.41,0
PR3,875e3,0.45,0.41,0.040000000000000036
PR2,875e3,0.4,0.41,-0.009999999999999953
AT3,875e3,0.43,0.41,0.020000000000000018
TL14,875e3,0.45,0.41,0.040000000000000036
PR1,875e3,0.39,0.41,-0.019999999999999962
PB1,875e3,0.34,0.41,-0.06999999999999995
PB6,875e3,0.43,0.41,0.020000000000000018
AL3,875e3,0.41,0.41,0
AT2,875e3,0.43,0.41,0.020000000000000018
AR3,875e3,0.43,0.41,0.020000000000000018
PB3,875e3,0.42,0.41,0.010000000000000009
PR4,875e3,0.38,0.41,-0.02999999999999997
AB2,875e3,0.4,0.41,-0.009999999999999953
AT1,875e3,0.41,0.41,0
TB5,875e3,0.35,0.41,-0.06
AT5,875e3,0.39,0.41,-0.019999999999999962
TB7,875e3,0.42,0.41,0.010000000000000009
PB9,875e3,0.5,0.41,0.09000000000000002
W,875e3,0.44,0.41,0.030000000000000027
GR1,9e5,0.42,0.41,0.010000000000000009
PT10,9e5,0.39,0.41,-0.019999999999999962
TL13,9e5,0.37,0.41,-0.03999999999999998
PT5,9e5,0.41,0.41,0
PB7,9e5,0.42,0.41,0.010000000000000009
PT11,9e5,0.42,0.41,0.010000000000000009
AR2,9e5,0.38,0.41,-0.02999999999999997
TR7,9e5,0.34,0.41,-0.06999999999999995
TR2,9e5,0.25,0.41,-0.15999999999999998
AR6,9e5,0.4,0.41,-0.009999999999999953
TR8,9e5,0.37,0.41,-0.03999999999999998
AB5,9e5,0.5,0.41,0.09000000000000002
PB14,9e5,0.3,0.41,-0.10999999999999999
AR7,9e5,0.41,0.41,0
TB6,9e5,0.45,0.41,0.040000000000000036
TL9,9e5,0.45,0.41,0.040000000000000036
PB8,9e5,0.38,0.41,-0.02999999999999997
PT3,9e5,0.39,0.41,-0.019999999999999962
TT7,9e5,0.47,0.41,0.06
GB1,9e5,0.39,0.41,-0.019999999999999962
GT1,9e5,0.41,0.41,0
GL1,9e5,0.38,0.41,-0.02999999999999997
TL7,9e5,0.4,0.41,-0.009999999999999953
AB6,9e5,0.35,0.41,-0.06
AB4,9e5,0.35,0.41,-0.06
PT12,9e5,0.38,0.41,-0.02999999999999997
AT7,9e5,0.19,0.41,-0.21999999999999997
AB3,9e5,0.42,0.41,0.010000000000000009
PT13,9e5,0.41,0.41,0
AB7,9e5,0.37,0.41,-0.03999999999999998
TL5,9e5,0.45,0.41,0.040000000000000036
AT6,9e5,0.43,0.41,0.020000000000000018
PR3,9e5,0.45,0.41,0.040000000000000036
PR2,9e5,0.4,0.41,-0.009999999999999953
AT3,9e5,0.44,0.41,0.030000000000000027
TL14,9e5,0.45,0.41,0.040000000000000036
PR1,9e5,0.39,0.41,-0.019999999999999962
PB1,9e5,0.34,0.41,-0.06999999999999995
PB6,9e5,0.43,0.41,0.020000000000000018
AL3,9e5,0.41,0.41,0
AT2,9e5,0.44,0.41,0.030000000000000027
AR3,9e5,0.43,0.41,0.020000000000000018
PB3,9e5,0.42,0.41,0.010000000000000009
PR4,9e5,0.38,0.41,-0.02999999999999997
AB2,9e5,0.4,0.41,-0.009999999999999953
AT1,9e5,0.41,0.41,0
TB5,9e5,0.35,0.41,-0.06
AT5,9e5,0.39,0.41,-0.019999999999999962
TB7,9e5,0.42,0.41,0.010000000000000009
PB9,9e5,0.5,0.41,0.09000000000000002
W,9e5,0.45,0.41,0.040000000000000036
GR1,95e4,0.42,0.41,0.010000000000000009
PT10,95e4,0.39,0.41,-0.019999999999999962
TL13,95e4,0.42,0.41,0.010000000000000009
PT5,95e4,0.41,0.41,0
PB7,95e4,0.42,0.41,0.010000000000000009
PT11,95e4,0.42,0.41,0.010000000000000009
AR2,95e4,0.38,0.41,-0.02999999999999997
TR7,95e4,0.34,0.41,-0.06999999999999995
TR2,95e4,0.25,0.41,-0.15999999999999998
AR6,95e4,0.4,0.41,-0.009999999999999953
TR8,95e4,0.37,0.41,-0.03999999999999998
AB5,95e4,0.5,0.41,0.09000000000000002
PB14,95e4,0.3,0.41,-0.10999999999999999
AR7,95e4,0.41,0.41,0
TB6,95e4,0.45,0.41,0.040000000000000036
TL9,95e4,0.45,0.41,0.040000000000000036
PB8,95e4,0.38,0.41,-0.02999999999999997
PT3,95e4,0.39,0.41,-0.019999999999999962
TT7,95e4,0.47,0.41,0.06
GB1,95e4,0.41,0.41,0
GT1,95e4,0.41,0.41,0
GL1,95e4,0.39,0.41,-0.019999999999999962
TL7,95e4,0.4,0.41,-0.009999999999999953
AB6,95e4,0.35,0.41,-0.06
AB4,95e4,0.35,0.41,-0.06
PT12,95e4,0.38,0.41,-0.02999999999999997
AT7,95e4,0.19,0.41,-0.21999999999999997
AB3,95e4,0.42,0.41,0.010000000000000009
PT13,95e4,0.41,0.41,0
AB7,95e4,0.37,0.41,-0.03999999999999998
TL5,95e4,0.45,0.41,0.040000000000000036
AT6,95e4,0.43,0.41,0.020000000000000018
PR3,95e4,0.45,0.41,0.040000000000000036
PR2,95e4,0.4,0.41,-0.009999999999999953
AT3,95e4,0.44,0.41,0.030000000000000027
TL14,95e4,0.45,0.41,0.040000000000000036
PR1,95e4,0.39,0.41,-0.019999999999999962
PB1,95e4,0.34,0.41,-0.06999999999999995
PB6,95e4,0.43,0.41,0.020000000000000018
AL3,95e4,0.41,0.41,0
AT2,95e4,0.44,0.41,0.030000000000000027
AR3,95e4,0.43,0.41,0.020000000000000018
PB3,95e4,0.42,0.41,0.010000000000000009
PR4,95e4,0.38,0.41,-0.02999999999999997
AB2,95e4,0.4,0.41,-0.009999999999999953
AT1,95e4,0.41,0.41,0
TB5,95e4,0.35,0.41,-0.06
AT5,95e4,0.39,0.41,-0.019999999999999962
TB7,95e4,0.42,0.41,0.010000000000000009
PB9,95e4,0.5,0.41,0.09000000000000002
W,95e4,0.45,0.41,0.040000000000000036
GR1,1e6,0.42,0.41,0.010000000000000009
PT10,1e6,0.39,0.41,-0.019999999999999962
TL13,1e6,0.42,0.41,0.010000000000000009
PT5,1e6,0.41,0.41,0
PB7,1e6,0.42,0.41,0.010000000000000009
PT11,1e6,0.42,0.41,0.010000000000000009
AR2,1e6,0.38,0.41,-0.02999999999999997
TR7,1e6,0.34,0.41,-0.06999999999999995
TR2,1e6,0.25,0.41,-0.15999999999999998
AR6,1e6,0.4,0.41,-0.009999999999999953
TR8,1e6,0.38,0.41,-0.02999999999999997
AB5,1e6,0.6,0.41,0.19
PB14,1e6,0.3,0.41,-0.10999999999999999
AR7,1e6,0.41,0.41,0
TB6,1e6,0.45,0.41,0.040000000000000036
TL9,1e6,0.45,0.41,0.040000000000000036
PB8,1e6,0.41,0.41,0
PT3,1e6,0.42,0.41,0.010000000000000009
TT7,1e6,0.48,0.41,0.07
GB1,1e6,0.41,0.41,0
GT1,1e6,0.42,0.41,0.010000000000000009
GL1,1e6,0.39,0.41,-0.019999999999999962
TL7,1e6,0.41,0.41,0
AB6,1e6,0.4,0.41,-0.009999999999999953
AB4,1e6,0.35,0.41,-0.06
PT12,1e6,0.38,0.41,-0.02999999999999997
AT7,1e6,0.19,0.41,-0.21999999999999997
AB3,1e6,0.44,0.41,0.030000000000000027
PT13,1e6,0.41,0.41,0
AB7,1e6,0.37,0.41,-0.03999999999999998
TL5,1e6,0.45,0.41,0.040000000000000036
AT6,1e6,0.45,0.41,0.040000000000000036
PR3,1e6,0.45,0.41,0.040000000000000036
PR2,1e6,0.42,0.41,0.010000000000000009
AT3,1e6,0.45,0.41,0.040000000000000036
TL14,1e6,0.47,0.41,0.06
PR1,1e6,0.39,0.41,-0.019999999999999962
PB1,1e6,0.35,0.41,-0.06
PB6,1e6,0.44,0.41,0.030000000000000027
AL3,1e6,0.43,0.41,0.020000000000000018
AT2,1e6,0.45,0.41,0.040000000000000036
AR3,1e6,0.43,0.41,0.020000000000000018
PB3,1e6,0.43,0.41,0.020000000000000018
PR4,1e6,0.38,0.41,-0.02999999999999997
AB2,1e6,0.4,0.41,-0.009999999999999953
AT1,1e6,0.41,0.41,0
TB5,1e6,0.35,0.41,-0.06
AT5,1e6,0.39,0.41,-0.019999999999999962
TB7,1e6,0.44,0.41,0.030000000000000027
PB9,1e6,0.5,0.41,0.09000000000000002
W,1e6,0.45,0.41,0.040000000000000036
GR1,11e5,0.44,0.42,0.020000000000000018
PT10,11e5,0.39,0.42,-0.02999999999999997
TL13,11e5,0.42,0.42,0
PT5,11e5,0.41,0.42,-0.010000000000000009
PB7,11e5,0.42,0.42,0
PT11,11e5,0.42,0.42,0
AR2,11e5,0.4,0.42,-0.019999999999999962
TR7,11e5,0.34,0.42,-0.07999999999999996
TR2,11e5,0.25,0.42,-0.16999999999999998
AR6,11e5,0.4,0.42,-0.019999999999999962
TR8,11e5,0.38,0.42,-0.03999999999999998
AB5,11e5,0.6,0.42,0.18
PB14,11e5,0.3,0.42,-0.12
AR7,11e5,0.41,0.42,-0.010000000000000009
TB6,11e5,0.45,0.42,0.030000000000000027
TL9,11e5,0.45,0.42,0.030000000000000027
PB8,11e5,0.41,0.42,-0.010000000000000009
PT3,11e5,0.42,0.42,0
TT7,11e5,0.48,0.42,0.06
GB1,11e5,0.42,0.42,0
GT1,11e5,0.42,0.42,0
GL1,11e5,0.39,0.42,-0.02999999999999997
TL7,11e5,0.41,0.42,-0.010000000000000009
AB6,11e5,0.4,0.42,-0.019999999999999962
AB4,11e5,0.35,0.42,-0.07
PT12,11e5,0.38,0.42,-0.03999999999999998
AT7,11e5,0.19,0.42,-0.22999999999999998
AB3,11e5,0.44,0.42,0.020000000000000018
PT13,11e5,0.41,0.42,-0.010000000000000009
AB7,11e5,0.39,0.42,-0.02999999999999997
TL5,11e5,0.45,0.42,0.030000000000000027
AT6,11e5,0.46,0.42,0.040000000000000036
PR3,11e5,0.45,0.42,0.030000000000000027
PR2,11e5,0.42,0.42,0
AT3,11e5,0.45,0.42,0.030000000000000027
TL14,11e5,0.47,0.42,0.04999999999999999
PR1,11e5,0.39,0.42,-0.02999999999999997
PB1,11e5,0.35,0.42,-0.07
PB6,11e5,0.44,0.42,0.020000000000000018
AL3,11e5,0.43,0.42,0.010000000000000009
AT2,11e5,0.46,0.42,0.040000000000000036
AR3,11e5,0.43,0.42,0.010000000000000009
PB3,11e5,0.43,0.42,0.010000000000000009
PR4,11e5,0.38,0.42,-0.03999999999999998
AB2,11e5,0.4,0.42,-0.019999999999999962
AT1,11e5,0.41,0.42,-0.010000000000000009
TB5,11e5,0.35,0.42,-0.07
AT5,11e5,0.41,0.42,-0.010000000000000009
TB7,11e5,0.44,0.42,0.020000000000000018
PB9,11e5,0.5,0.42,0.08000000000000002
W,11e5,0.45,0.42,0.030000000000000027
GR1,125e4,0.44,0.42,0.020000000000000018
PT10,125e4,0.39,0.42,-0.02999999999999997
TL13,125e4,0.42,0.42,0
PT5,125e4,0.41,0.42,-0.010000000000000009
PB7,125e4,0.42,0.42,0
PT11,125e4,0.42,0.42,0
AR2,125e4,0.4,0.42,-0.019999999999999962
TR7,125e4,0.34,0.42,-0.07999999999999996
TR2,125e4,0.25,0.42,-0.16999999999999998
AR6,125e4,0.4,0.42,-0.019999999999999962
TR8,125e4,0.39,0.42,-0.02999999999999997
AB5,125e4,0.6,0.42,0.18
PB14,125e4,0.3,0.42,-0.12
AR7,125e4,0.41,0.42,-0.010000000000000009
TB6,125e4,0.45,0.42,0.030000000000000027
TL9,125e4,0.45,0.42,0.030000000000000027
PB8,125e4,0.41,0.42,-0.010000000000000009
PT3,125e4,0.42,0.42,0
TT7,125e4,0.49,0.42,0.07
GB1,125e4,0.43,0.42,0.010000000000000009
GT1,125e4,0.44,0.42,0.020000000000000018
GL1,125e4,0.4,0.42,-0.019999999999999962
TL7,125e4,0.41,0.42,-0.010000000000000009
AB6,125e4,0.4,0.42,-0.019999999999999962
AB4,125e4,0.35,0.42,-0.07
PT12,125e4,0.38,0.42,-0.03999999999999998
AT7,125e4,0.19,0.42,-0.22999999999999998
AB3,125e4,0.44,0.42,0.020000000000000018
PT13,125e4,0.41,0.42,-0.010000000000000009
AB7,125e4,0.39,0.42,-0.02999999999999997
TL5,125e4,0.45,0.42,0.030000000000000027
AT6,125e4,0.47,0.42,0.04999999999999999
PR3,125e4,0.45,0.42,0.030000000000000027
PR2,125e4,0.42,0.42,0
AT3,125e4,0.46,0.42,0.040000000000000036
TL14,125e4,0.47,0.42,0.04999999999999999
PR1,125e4,0.39,0.42,-0.02999999999999997
PB1,125e4,0.35,0.42,-0.07
PB6,125e4,0.44,0.42,0.020000000000000018
AL3,125e4,0.43,0.42,0.010000000000000009
AT2,125e4,0.46,0.42,0.040000000000000036
AR3,125e4,0.43,0.42,0.010000000000000009
PB3,125e4,0.43,0.42,0.010000000000000009
PR4,125e4,0.38,0.42,-0.03999999999999998
AB2,125e4,0.4,0.42,-0.019999999999999962
AT1,125e4,0.41,0.42,-0.010000000000000009
TB5,125e4,0.35,0.42,-0.07
AT5,125e4,0.41,0.42,-0.010000000000000009
TB7,125e4,0.44,0.42,0.020000000000000018
PB9,125e4,0.5,0.42,0.08000000000000002
W,125e4,0.48,0.42,0.06
GR1,1275e3,0.44,0.42,0.020000000000000018
PT10,1275e3,0.39,0.42,-0.02999999999999997
TL13,1275e3,0.42,0.42,0
PT5,1275e3,0.41,0.42,-0.010000000000000009
PB7,1275e3,0.42,0.42,0
PT11,1275e3,0.42,0.42,0
AR2,1275e3,0.4,0.42,-0.019999999999999962
TR7,1275e3,0.34,0.42,-0.07999999999999996
TR2,1275e3,0.25,0.42,-0.16999999999999998
AR6,1275e3,0.4,0.42,-0.019999999999999962
TR8,1275e3,0.39,0.42,-0.02999999999999997
AB5,1275e3,0.6,0.42,0.18
PB14,1275e3,0.3,0.42,-0.12
AR7,1275e3,0.41,0.42,-0.010000000000000009
TB6,1275e3,0.45,0.42,0.030000000000000027
TL9,1275e3,0.45,0.42,0.030000000000000027
PB8,1275e3,0.41,0.42,-0.010000000000000009
PT3,1275e3,0.42,0.42,0
TT7,1275e3,0.49,0.42,0.07
GB1,1275e3,0.43,0.42,0.010000000000000009
GT1,1275e3,0.44,0.42,0.020000000000000018
GL1,1275e3,0.4,0.42,-0.019999999999999962
TL7,1275e3,0.41,0.42,-0.010000000000000009
AB6,1275e3,0.4,0.42,-0.019999999999999962
AB4,1275e3,0.35,0.42,-0.07
PT12,1275e3,0.38,0.42,-0.03999999999999998
AT7,1275e3,0.19,0.42,-0.22999999999999998
AB3,1275e3,0.44,0.42,0.020000000000000018
PT13,1275e3,0.41,0.42,-0.010000000000000009
AB7,1275e3,0.39,0.42,-0.02999999999999997
TL5,1275e3,0.45,0.42,0.030000000000000027
AT6,1275e3,0.47,0.42,0.04999999999999999
PR3,1275e3,0.45,0.42,0.030000000000000027
PR2,1275e3,0.42,0.42,0
AT3,1275e3,0.46,0.42,0.040000000000000036
TL14,1275e3,0.47,0.42,0.04999999999999999
PR1,1275e3,0.39,0.42,-0.02999999999999997
PB1,1275e3,0.35,0.42,-0.07
PB6,1275e3,0.44,0.42,0.020000000000000018
AL3,1275e3,0.43,0.42,0.010000000000000009
AT2,1275e3,0.46,0.42,0.040000000000000036
AR3,1275e3,0.43,0.42,0.010000000000000009
PB3,1275e3,0.43,0.42,0.010000000000000009
PR4,1275e3,0.38,0.42,-0.03999999999999998
AB2,1275e3,0.4,0.42,-0.019999999999999962
AT1,1275e3,0.41,0.42,-0.010000000000000009
TB5,1275e3,0.35,0.42,-0.07
AT5,1275e3,0.41,0.42,-0.010000000000000009
TB7,1275e3,0.44,0.42,0.020000000000000018
PB9,1275e3,0.5,0.42,0.08000000000000002
W,1275e3,0.48,0.42,0.06
GR1,13e5,0.44,0.42,0.020000000000000018
PT10,13e5,0.39,0.42,-0.02999999999999997
TL13,13e5,0.42,0.42,0
PT5,13e5,0.41,0.42,-0.010000000000000009
PB7,13e5,0.42,0.42,0
PT11,13e5,0.42,0.42,0
AR2,13e5,0.4,0.42,-0.019999999999999962
TR7,13e5,0.34,0.42,-0.07999999999999996
TR2,13e5,0.25,0.42,-0.16999999999999998
AR6,13e5,0.4,0.42,-0.019999999999999962
TR8,13e5,0.39,0.42,-0.02999999999999997
AB5,13e5,0.6,0.42,0.18
PB14,13e5,0.3,0.42,-0.12
AR7,13e5,0.41,0.42,-0.010000000000000009
TB6,13e5,0.45,0.42,0.030000000000000027
TL9,13e5,0.45,0.42,0.030000000000000027
PB8,13e5,0.41,0.42,-0.010000000000000009
PT3,13e5,0.42,0.42,0
TT7,13e5,0.49,0.42,0.07
GB1,13e5,0.43,0.42,0.010000000000000009
GT1,13e5,0.44,0.42,0.020000000000000018
GL1,13e5,0.4,0.42,-0.019999999999999962
TL7,13e5,0.41,0.42,-0.010000000000000009
AB6,13e5,0.4,0.42,-0.019999999999999962
AB4,13e5,0.35,0.42,-0.07
PT12,13e5,0.38,0.42,-0.03999999999999998
AT7,13e5,0.19,0.42,-0.22999999999999998
AB3,13e5,0.44,0.42,0.020000000000000018
PT13,13e5,0.41,0.42,-0.010000000000000009
AB7,13e5,0.39,0.42,-0.02999999999999997
TL5,13e5,0.45,0.42,0.030000000000000027
AT6,13e5,0.47,0.42,0.04999999999999999
PR3,13e5,0.45,0.42,0.030000000000000027
PR2,13e5,0.42,0.42,0
AT3,13e5,0.47,0.42,0.04999999999999999
TL14,13e5,0.47,0.42,0.04999999999999999
PR1,13e5,0.39,0.42,-0.02999999999999997
PB1,13e5,0.35,0.42,-0.07
PB6,13e5,0.44,0.42,0.020000000000000018
AL3,13e5,0.43,0.42,0.010000000000000009
AT2,13e5,0.47,0.42,0.04999999999999999
AR3,13e5,0.43,0.42,0.010000000000000009
PB3,13e5,0.43,0.42,0.010000000000000009
PR4,13e5,0.38,0.42,-0.03999999999999998
AB2,13e5,0.4,0.42,-0.019999999999999962
AT1,13e5,0.41,0.42,-0.010000000000000009
TB5,13e5,0.35,0.42,-0.07
AT5,13e5,0.44,0.42,0.020000000000000018
TB7,13e5,0.44,0.42,0.020000000000000018
PB9,13e5,0.5,0.42,0.08000000000000002
W,13e5,0.48,0.42,0.06
GR1,14e5,0.44,0.42,0.020000000000000018
PT10,14e5,0.39,0.42,-0.02999999999999997
TL13,14e5,0.42,0.42,0
PT5,14e5,0.41,0.42,-0.010000000000000009
PB7,14e5,0.42,0.42,0
PT11,14e5,0.42,0.42,0
AR2,14e5,0.4,0.42,-0.019999999999999962
TR7,14e5,0.34,0.42,-0.07999999999999996
TR2,14e5,0.25,0.42,-0.16999999999999998
AR6,14e5,0.4,0.42,-0.019999999999999962
TR8,14e5,0.39,0.42,-0.02999999999999997
AB5,14e5,0.6,0.42,0.18
PB14,14e5,0.3,0.42,-0.12
AR7,14e5,0.41,0.42,-0.010000000000000009
TB6,14e5,0.45,0.42,0.030000000000000027
TL9,14e5,0.45,0.42,0.030000000000000027
PB8,14e5,0.41,0.42,-0.010000000000000009
PT3,14e5,0.42,0.42,0
TT7,14e5,0.49,0.42,0.07
GB1,14e5,0.43,0.42,0.010000000000000009
GT1,14e5,0.44,0.42,0.020000000000000018
GL1,14e5,0.41,0.42,-0.010000000000000009
TL7,14e5,0.41,0.42,-0.010000000000000009
AB6,14e5,0.4,0.42,-0.019999999999999962
AB4,14e5,0.35,0.42,-0.07
PT12,14e5,0.38,0.42,-0.03999999999999998
AT7,14e5,0.19,0.42,-0.22999999999999998
AB3,14e5,0.44,0.42,0.020000000000000018
PT13,14e5,0.41,0.42,-0.010000000000000009
AB7,14e5,0.4,0.42,-0.019999999999999962
TL5,14e5,0.45,0.42,0.030000000000000027
AT6,14e5,0.47,0.42,0.04999999999999999
PR3,14e5,0.45,0.42,0.030000000000000027
PR2,14e5,0.42,0.42,0
AT3,14e5,0.47,0.42,0.04999999999999999
TL14,14e5,0.47,0.42,0.04999999999999999
PR1,14e5,0.39,0.42,-0.02999999999999997
PB1,14e5,0.35,0.42,-0.07
PB6,14e5,0.44,0.42,0.020000000000000018
AL3,14e5,0.43,0.42,0.010000000000000009
AT2,14e5,0.47,0.42,0.04999999999999999
AR3,14e5,0.43,0.42,0.010000000000000009
PB3,14e5,0.43,0.42,0.010000000000000009
PR4,14e5,0.38,0.42,-0.03999999999999998
AB2,14e5,0.4,0.42,-0.019999999999999962
AT1,14e5,0.41,0.42,-0.010000000000000009
TB5,14e5,0.35,0.42,-0.07
AT5,14e5,0.44,0.42,0.020000000000000018
TB7,14e5,0.44,0.42,0.020000000000000018
PB9,14e5,0.5,0.42,0.08000000000000002
W,14e5,0.48,0.42,0.06
GR1,15e5,0.44,0.42,0.020000000000000018
PT10,15e5,0.39,0.42,-0.02999999999999997
TL13,15e5,0.42,0.42,0
PT5,15e5,0.41,0.42,-0.010000000000000009
PB7,15e5,0.42,0.42,0
PT11,15e5,0.42,0.42,0
AR2,15e5,0.42,0.42,0
TR7,15e5,0.34,0.42,-0.07999999999999996
TR2,15e5,0.25,0.42,-0.16999999999999998
AR6,15e5,0.4,0.42,-0.019999999999999962
TR8,15e5,0.4,0.42,-0.019999999999999962
AB5,15e5,0.6,0.42,0.18
PB14,15e5,0.3,0.42,-0.12
AR7,15e5,0.41,0.42,-0.010000000000000009
TB6,15e5,0.45,0.42,0.030000000000000027
TL9,15e5,0.45,0.42,0.030000000000000027
PB8,15e5,0.41,0.42,-0.010000000000000009
PT3,15e5,0.42,0.42,0
TT7,15e5,0.5,0.42,0.08000000000000002
GB1,15e5,0.44,0.42,0.020000000000000018
GT1,15e5,0.46,0.42,0.040000000000000036
GL1,15e5,0.41,0.42,-0.010000000000000009
TL7,15e5,0.42,0.42,0
AB6,15e5,0.4,0.42,-0.019999999999999962
AB4,15e5,0.35,0.42,-0.07
PT12,15e5,0.38,0.42,-0.03999999999999998
AT7,15e5,0.19,0.42,-0.22999999999999998
AB3,15e5,0.45,0.42,0.030000000000000027
PT13,15e5,0.41,0.42,-0.010000000000000009
AB7,15e5,0.4,0.42,-0.019999999999999962
TL5,15e5,0.45,0.42,0.030000000000000027
AT6,15e5,0.47,0.42,0.04999999999999999
PR3,15e5,0.45,0.42,0.030000000000000027
PR2,15e5,0.42,0.42,0
AT3,15e5,0.48,0.42,0.06
TL14,15e5,0.47,0.42,0.04999999999999999
PR1,15e5,0.39,0.42,-0.02999999999999997
PB1,15e5,0.35,0.42,-0.07
PB6,15e5,0.45,0.42,0.030000000000000027
AL3,15e5,0.44,0.42,0.020000000000000018
